quest	title	status	notes
31912	Kortas Darkhammer	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31913	Everessa	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31914	Durin Darkhammer	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31916	Grand Master Lydia Accoste	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31922	Nicki Tinytech	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31923	Ras'an	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31924	Narrok	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31925	Morulu The Elder	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31926	Grand Master Antari	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31931	Beegle Blastfuse	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31932	Nearly Headless Jacob	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31933	Okrut Dragonwaste	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31934	Gutretch	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31935	Grand Master Payne	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31954	Grand Master Mo'ruk	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31971	Grand Master Obalis	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31972	Brok	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31973	Bordin Steadyfist	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
31974	Goz Banefury	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
32107	Flying Tiger Gourami	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32116	Priorities, People!	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32123	Death on Two Legs	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32129	Defense Daily 06	placeholder_or_obsolete	Development/obsolete title; not safe to expose as a playable quest.
32130	Good Luck, Have Fun	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32131	We Require More Minerals!	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32132	Worker Harassment	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32133	Sentry Wards	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32134	Hard Counter	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32135	Hero Killer	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32138	Work Order: Lumber	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32142	We Will Rock You	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32143	A Kind of Magic	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32144	Under Pressure	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32145	Don't Lose Your Head	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32146	Hammer to Fall	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32147	Attack Daily 06	placeholder_or_obsolete	Development/obsolete title; not safe to expose as a playable quest.
32148	Attack! Move!	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32149	Resource Gathering	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32150	Supply Block	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32151	Tower Defense	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32152	Siege Damage	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32153	Hero Killer	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32154	Burn Out!	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32155	Necessary Breaks	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32156	It's Only Right	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32157	The Only Good Goblin...	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32158	Two Step Program	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32159	Circle of Life	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32173	Build Portal 01	placeholder_or_obsolete	Development/obsolete title; not safe to expose as a playable quest.
32174	Build Portal 01	placeholder_or_obsolete	Development/obsolete title; not safe to expose as a playable quest.
32181	Beastmaster's Quarry: The Crane	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32182	Beastmaster's Quarry: The Tiger	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32183	Beastmaster's Quarry: The Crab	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32184	Beastmaster's Quarry: The Crane	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32185	Beastmaster's Quarry: The Tiger	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32186	Beastmaster's Quarry: The Crab	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32197	Mystery Meatloaf	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32199	Krasarang Steampot	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32205	Gather Scout Reports	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32210	Kill mogu boss for key, use object behind jumping puzzle	placeholder_or_obsolete	Development/obsolete title; not safe to expose as a playable quest.
32214	Bilgewater Infiltrators	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32221	Storming the Beach	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32229	Kill Roaming Troll War Party	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32262	Captive Audience	implemented	Existing objects now execute quest-gated interactions; four obsolete blockers removed with approval; in-game test pending.
32268	Tactical Mana Bombs	implemented	Existing objects now execute quest-gated interactions; four obsolete blockers removed with approval; in-game test pending.
32275	Surgical Death	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32286	Kill Mogu Blood-seekers (Roaming pairs, actively fighting scouts, and performing rituals on corpses)	placeholder_or_obsolete	Development/obsolete title; not safe to expose as a playable quest.
32292	Forge Ahead!	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32294	Raining Bones	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32306	Lumber Collection Tracking	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
32433	Undermining the Under Miner	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32440	Whispering Pandaren Spirit	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
32446	Dis-Assembly Required	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32450	The Time Is Now!	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32451	Send A Message	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32452	And Then There Were Goblins	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32492	Destroy Cauldrons	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32521	Encroaching Force	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32522	Imposing Threat	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32523	The Beast Pens	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32524	The Beating of Troll Drums	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32561	Competing Magic	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32563	Encroaching Force	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32564	Zandalari on the Rise	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32565	Encroaching Force	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32567	The Beast Pens	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32568	No Time To Rest	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32570	Gather Scout Reports	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32579	Competing Magic	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32580	Encroaching Force	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32581	Imposing Threat	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32582	Raining Bones	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32583	Zandalari on the Rise	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32584	Encroaching Force	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32585	Encroaching Force	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32587	Forge Ahead!	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32604	Beasts of Fable Book I	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
32628	Tactical Mana Bombs	implemented	Existing objects now execute quest-gated interactions; four obsolete blockers removed with approval; in-game test pending.
32636	Captive Audience	implemented	Existing objects now execute quest-gated interactions; four obsolete blockers removed with approval; in-game test pending.
32722	Forge Ahead!	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32723	reuse me	placeholder_or_obsolete	Development/obsolete title; not safe to expose as a playable quest.
32724	Forge Ahead!	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32730	Ihgaluk Crag	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
32826	Re-Use Me	placeholder_or_obsolete	Development/obsolete title; not safe to expose as a playable quest.
32827	Re-Use Me	placeholder_or_obsolete	Development/obsolete title; not safe to expose as a playable quest.
32868	Beasts of Fable Book II	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
32869	Beasts of Fable Book III	pet_battle_work_required	Trainer/legendary pet battle and objective-credit support requires implementation; adding giver relations alone is insufficient.
32910	reuse me	placeholder_or_obsolete	Development/obsolete title; not safe to expose as a playable quest.
32949	Tracking Quest: Guru Kukuru	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
32959	Tracking Quest - Daily - Zhu-Gon the Sour/Skunky Beer	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
32961	Scary Ghosts and Nice Sprites - Tracking Quest	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
32962	"""Tom"" Bone Apart - Tracking Quest"	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
32964	Tracking Quest: Ghost Pirate Battle - Completed	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
32965	Tracking Quest: Ghost Pirate Battle - Looted Treasure	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
32966	Tracking Quest - Daily - Chelon	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
32972	Avatar of Flame Transform Tracking Quest	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
32973	Avatar of Flame Kill Tracking Quest	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33124	Fishing with Fin - Tracking Quest	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33146	Noodle Time	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
33292	Tracking Quest - Daily - Karkanos	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33293	Tracking Quest - Daily - Spirit of Jadefire	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33294	Tracking Quest - Daily - Gu'chi the Swarmbringer	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33295	Tracking Quest - Daily - Emerald Gander	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33296	Tracking Quest - Daily - Ironfur Steelhorn	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33297	Tracking Quest - Daily - Great Turtle Furyshell	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33298	Tracking Quest - Daily - Leafmender	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33299	Tracking Quest - Daily - Champion of the Black Flame	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33300	Tracking Quest - Daily - Garnia	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33301	Tracking Quest - Daily - Bufo	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33302	Tracking Quest - Daily - Monstrous Spineclaw	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33303	Tracking Quest - Daily - Imperial Python	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33304	Tracking Quest - Daily - Tsavo'ka	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33305	Tracking Quest - Daily - Stinkbraid	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33306	Tracking Quest - Daily - Jakur of Ordon	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33307	Tracking Quest - Daily - Rock Moss	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33308	Tracking Quest - Daily - Urdur the Cauterizer	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33309	Tracking Quest - Daily - Flintlord Gairan	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33310	Tracking Quest - Daily - Cinderfall	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33311	Tracking Quest - Daily - Huolon	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33312	Tracking Quest - Daily - Archiereus of Flame	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33313	Tracking Quest - Daily - Evermaw	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33314	Tracking Quest - Daily - Dread Ship Vazuvius	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33315	Tracking Quest - Daily - Golganarr	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33316	Tracking Quest - Daily - Zesqua	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33322	Tracking Quest - Daily - Watcher Osu	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33348	"""Tom"" Bone Apart - Intro Tracking Quest"	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
33358	Noodle Time: Bonus	needs_individual_review	Missing static quest relation is not enough evidence to add one; availability/objective source still needs verification.
34060	Krasarang RRP - Daily Vignette - Rogue Boss	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
34061	Krasarang RRP - Daily Vignette - Priest Boss	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
34062	Krasarang RRP - Daily Vignette - Warrior Boss	internal_tracking	Internal tracking title, not an ordinary daily questgiver task; do not add questgiver relations.
